StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q_DuplicateRespondent,Last Seen Flow Element ID,Last Seen Question IDs,CONSENT,SCR_AGE,SCR_OMNI,CC1,CC2,AIP1,AIP2,AIP3,AIP4,AIP5,REL1,REL2,REL3,REL4,INT1,INT2,INT3,INT4,INT5,ATT1,TRU1,TRU2,TRU3,TRU4,TRU5,TRU6,ENG1,ENG2,ENG3,ENG4,ENG5,ENG6,ATT2,PI1,PI2,PI3,PI4,PDPL1,PDPL2,PDPL3,PDPL4,MC_AIP,MC_DISC,AGE_BAND,GEN,LOC,LOC_5_TEXT,EDU,INC,FREQ,PLAT,PLAT_5_TEXT,PRIOR,CHAN,REF,CELL,AIP_COND,DISC_COND
2026-09-15 02:15:28,2026-09-15 02:21:57,0,27.65.20.98,100,388,1,2026-09-15 02:21:58,R_9Qm82QhY0dVnCm7,,,,,10.822,106.6257,anonymous,VI,,FL_56,,1,1,1,2,2,5,6,6,4,5,5,7,5,6,1,1,1,5,1,5,4,4,3,4,5,4,7,5,5,5,4,4,2,5,5,5,4,7,7,7,7,5,4,1,1,1,,3,1,3,1,,4,"1,3",1,3,1,0
2026-09-15 02:22:49,2026-09-15 02:25:01,0,14.241.182.198,100,132,1,2026-09-15 02:25:01,R_4iRlXw72OSoQQ8T,,,,,10.0361,105.7941,anonymous,VI,true,FL_32,,1,1,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0
2026-09-15 02:18:14,2026-09-15 02:25:23,0,42.113.203.149,100,428,1,2026-09-15 02:25:23,R_9gZb7gcNLrQzRUq,,,,,10.822,106.6257,anonymous,VI,,FL_56,,1,1,1,1,2,5,6,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,1,,3,1,3,3,,3,"1,3",3,1,0,0
2026-09-15 02:12:13,2026-09-15 02:25:42,0,103.199.70.248,100,809,1,2026-09-15 02:25:43,R_4sKp1GMv2jk3d2F,,,,,10.822,106.6257,anonymous,VI,,FL_56,,1,1,1,2,1,5,5,6,6,5,6,6,5,6,3,4,4,4,3,5,6,5,5,5,5,6,4,5,5,4,4,5,2,5,5,5,5,6,6,6,6,5,6,1,2,1,,3,1,3,1,,3,1,1,4,1,1
2026-09-15 02:25:25,2026-09-15 02:25:53,0,14.241.182.198,100,28,1,2026-09-15 02:25:54,R_91d7Weol5Z7dxUx,,,,,10.0361,105.7941,anonymous,VI,true,FL_34,,1,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,1
2026-09-15 02:25:58,2026-09-15 02:26:13,0,14.241.182.198,100,14,1,2026-09-15 02:26:13,R_4VKBHuOUcUZbqRr,,,,,10.0361,105.7941,anonymous,VI,true,FL_32,,1,1,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,1
2026-09-15 02:13:20,2026-09-15 02:26:16,0,42.113.201.3,100,776,1,2026-09-15 02:26:16,R_4dACUVQbDY2n9q9,,,,,10.7659,106.6381,anonymous,VI,,FL_56,,1,1,1,1,1,4,5,6,5,4,6,6,6,6,4,3,3,5,3,6,6,6,5,6,5,5,5,5,5,5,5,5,2,5,5,5,5,7,6,6,6,5,6,1,1,1,,3,1,4,3,,4,"1,3",1,2,0,1
2026-09-15 02:26:19,2026-09-15 02:31:15,0,14.241.182.198,100,295,1,2026-09-15 02:31:15,R_4hik7gifLsvc8hW,,,,,10.0361,105.7941,anonymous,VI,true,FL_56,,1,1,1,1,2,5,6,5,6,4,6,6,7,6,5,3,5,4,3,5,6,6,7,5,5,6,6,6,6,7,7,7,2,6,4,5,4,5,4,7,5,5,6,1,2,5,Cần Thơ,3,2,3,1,,4,"1,3,5",1,1,0,0
2026-09-15 02:27:05,2026-09-15 02:33:33,0,118.71.92.35,100,387,1,2026-09-15 02:33:33,R_9QhgdKVFa4eIUxZ,,,,,10.822,106.6257,anonymous,VI,,FL_56,,1,1,1,2,2,5,6,7,5,5,5,7,6,5,4,5,5,6,5,5,4,6,2,3,5,4,6,6,4,5,6,4,2,5,6,5,6,7,6,7,7,6,6,1,1,1,,1,1,3,1,,1,1,1,3,1,0
2026-09-15 02:18:58,2026-09-15 02:34:19,0,14.161.15.130,100,921,1,2026-09-15 02:34:20,R_9mF1sPLQW86B72l,,,,,10.822,106.6257,anonymous,VI,,FL_56,,1,1,1,1,1,5,4,7,6,5,5,6,6,4,2,4,5,4,5,5,4,4,2,3,4,3,5,6,4,6,5,4,2,4,6,4,4,4,6,6,6,5,4,1,2,1,,3,1,3,1,,4,1,4,2,0,1
2026-09-15 02:20:25,2026-09-15 02:40:14,0,171.253.139.58,100,1188,1,2026-09-15 02:40:14,R_4N9Rwagyf0Q4eAW,,,,,10.822,106.6257,anonymous,VI,,FL_56,,1,1,1,2,2,6,6,7,6,7,7,7,5,6,5,2,2,3,2,5,7,6,6,6,6,6,6,5,6,5,5,6,2,7,6,6,7,7,7,7,7,6,4,1,1,1,,1,1,4,1,,4,1,1,3,1,0
2026-09-15 02:39:36,2026-09-15 02:40:38,0,113.161.34.227,100,61,1,2026-09-15 02:40:38,R_9s07GGkEe13TkB5,,,,,10.822,106.6257,anonymous,VI,,FL_38,,1,1,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,1
2026-09-15 02:40:47,2026-09-15 02:55:12,0,125.235.232.222,100,864,1,2026-09-15 02:55:13,R_9GtHGGl8Yx36WfT,,,,,10.822,106.6257,anonymous,VI,,FL_56,,1,1,1,1,2,5,5,6,4,7,4,6,3,5,3,2,2,3,4,5,4,3,4,3,5,3,4,5,5,6,6,5,2,6,6,5,5,6,6,6,6,5,6,1,1,5,Bình Thuận,1,1,3,1,,4,"1,4",1,1,0,0
2026-09-15 02:59:16,2026-09-15 03:00:16,0,14.226.249.121,100,59,1,2026-09-15 03:00:16,R_4ngB6eKxdsNzapP,,,,,10.822,106.6257,anonymous,VI,,FL_36,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0
2026-09-15 03:00:26,2026-09-15 03:02:15,0,115.79.235.157,100,109,1,2026-09-15 03:02:16,R_9f23llkRrfQ0QR6,,,,,10.822,106.6257,anonymous,VI,,FL_32,,1,1,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,1
2026-09-15 03:02:43,2026-09-15 03:03:00,0,115.79.235.157,100,17,1,2026-09-15 03:03:01,R_93JqdB8tkv51hmx,,,,,10.822,106.6257,anonymous,VI,true,FL_34,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,1
2026-09-15 03:03:09,2026-09-15 03:03:24,0,115.79.235.157,100,15,1,2026-09-15 03:03:25,R_4fme3H2IAn3EhuV,,,,,10.822,106.6257,anonymous,VI,true,FL_38,,1,1,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,1
2026-09-15 03:03:28,2026-09-15 03:03:43,0,115.79.235.157,100,15,1,2026-09-15 03:03:44,R_91sdyCVSHeiOkmx,,,,,10.822,106.6257,anonymous,VI,true,FL_32,,1,1,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0
2026-09-15 02:57:01,2026-09-15 03:04:27,0,171.253.159.83,100,446,1,2026-09-15 03:04:28,R_4PvZy47B4WbTKCg,,,,,10.822,106.6257,anonymous,VI,,FL_56,,1,1,1,2,2,7,6,6,6,6,6,7,6,7,2,2,2,2,2,5,6,6,6,6,7,7,6,6,7,2,3,5,2,6,5,6,5,7,7,7,7,6,3,1,1,1,,1,1,4,1,,3,1,1,3,1,0
2026-09-15 03:00:34,2026-09-15 03:05:06,0,14.226.249.121,100,271,1,2026-09-15 03:05:07,R_9xEmpGtBM2vYIvS,,,,,10.822,106.6257,anonymous,VI,,FL_56,,1,1,1,2,2,5,4,4,4,4,4,5,4,5,4,4,4,4,4,4,5,4,5,5,4,4,5,4,4,4,4,4,4,4,5,5,5,5,4,5,5,4,4,1,1,1,,3,1,3,1,,3,1,1,3,1,0
2026-09-15 03:03:56,2026-09-15 03:14:01,0,115.79.235.157,100,604,1,2026-09-15 03:14:02,R_97KKG6bBsenk3pD,,,,,10.822,106.6257,anonymous,VI,true,FL_56,,1,1,1,1,1,6,5,6,4,4,5,5,6,5,2,4,2,5,2,7,6,6,6,3,4,4,6,4,5,6,5,5,7,4,6,6,5,6,6,7,6,5,6,1,2,1,,3,2,4,1,,4,1,1,2,0,1
2026-09-15 03:36:33,2026-09-15 03:40:07,0,14.187.196.1,100,214,1,2026-09-15 03:40:07,R_4SAlrFh4BPyLjh8,,,,,10.822,106.6257,anonymous,VI,,FL_56,,1,1,1,2,2,3,2,6,2,3,5,2,2,4,5,5,4,2,1,5,6,5,7,4,2,5,4,4,3,3,5,2,2,6,6,7,5,7,4,4,5,7,6,1,1,1,,1,1,4,1,,4,"1,2",4,3,1,0
2026-09-15 03:43:56,2026-09-15 03:47:20,0,171.253.249.169,100,203,1,2026-09-15 03:47:21,R_4kRN7sh16cmg8bq,,,,,10.822,106.6257,anonymous,VI,,FL_36,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0
2026-09-15 03:42:59,2026-09-15 03:48:53,0,42.118.27.208,100,354,1,2026-09-15 03:48:54,R_4PXFC4GloYTwlRK,,,,,10.822,106.6257,anonymous,VI,,FL_56,,1,1,1,1,1,6,5,6,4,5,7,6,6,5,1,3,2,1,2,5,6,5,4,6,6,6,5,6,6,6,5,6,2,6,7,6,6,7,6,7,7,6,6,1,2,1,,3,2,3,3,,4,1,1,2,0,1
2026-09-15 03:50:30,2026-09-15 03:52:02,0,125.235.191.49,100,92,1,2026-09-15 03:52:02,R_99aWCHIwvY46jkz,,,,,10.822,106.6257,anonymous,VI,,FL_34,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,0
2026-09-15 03:53:43,2026-09-15 03:55:14,0,125.235.191.49,100,90,1,2026-09-15 03:55:15,R_9ImigJc6LBjDhX1,,,,,10.822,106.6257,anonymous,VI,,FL_32,,1,1,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,1
2026-09-15 03:53:40,2026-09-15 03:55:39,0,171.234.9.2,100,118,1,2026-09-15 03:55:39,R_9Jk1Q7CKvSlBqpi,,,,,12.6675,108.0378,anonymous,VI,,FL_36,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0
2026-09-15 03:52:16,2026-09-15 03:55:50,0,125.235.191.49,100,214,1,2026-09-15 03:55:50,R_4vc3uYjNinqCcVp,,,,,10.822,106.6257,anonymous,VI,true,FL_34,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,1
2026-09-15 03:55:54,2026-09-15 03:56:16,0,125.235.191.49,100,22,1,2026-09-15 03:56:17,R_9chhnO1SLVSAVOG,,,,,10.822,106.6257,anonymous,VI,true,FL_36,,1,1,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,0
2026-09-15 03:56:19,2026-09-15 03:56:46,0,171.234.9.2,100,27,1,2026-09-15 03:56:46,R_91oH7TSDRZ26F0J,,,,,12.6675,108.0378,anonymous,VI,true,FL_32,,1,1,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,1
2026-09-15 03:57:14,2026-09-15 03:58:10,0,171.234.9.2,100,56,1,2026-09-15 03:58:11,R_9gSjgHd7CA52vWK,,,,,12.6675,108.0378,anonymous,VI,true,FL_38,,1,1,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,1
2026-09-15 03:58:20,2026-09-15 03:58:34,0,171.234.9.2,100,14,1,2026-09-15 03:58:36,R_9DtGLyN7bkbo35N,,,,,12.6675,108.0378,anonymous,VI,true,FL_36,,1,1,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,0
2026-09-15 03:58:48,2026-09-15 03:58:57,0,103.153.221.233,100,8,1,2026-09-15 03:58:57,R_4dR1KJRtn8Ul1vP,,,,,10.822,106.6257,anonymous,VI,,FL_EOS_ID,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-15 03:58:43,2026-09-15 03:59:30,0,125.235.188.212,100,47,1,2026-09-15 03:59:31,R_9bEFBYgMjDIXPBn,,,,,10.822,106.6257,anonymous,VI,,FL_55,,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-15 03:56:21,2026-09-15 04:00:12,0,125.235.191.49,100,230,1,2026-09-15 04:00:12,R_97VF1vTrT5kdM5F,,,,,10.822,106.6257,anonymous,VI,true,FL_56,,1,1,1,1,2,6,7,7,6,7,6,7,6,7,6,5,6,6,4,7,6,6,6,5,7,5,6,6,6,5,4,7,6,6,5,6,7,5,5,6,5,6,6,1,1,1,,1,1,3,1,,4,1,4,1,0,0
2026-09-15 03:49:07,2026-09-15 04:00:26,0,171.253.249.169,100,678,1,2026-09-15 04:00:26,R_48lqKpZx1OoDkHv,,,,,10.822,106.6257,anonymous,VI,true,FL_56,,1,1,1,2,1,2,6,6,2,2,6,6,6,6,1,1,1,1,1,5,1,1,2,1,1,1,1,1,1,5,5,1,2,6,1,1,3,1,6,3,1,1,1,1,2,1,,3,1,5,1,,4,5,4,4,1,1
2026-09-15 04:00:06,2026-09-15 04:00:29,0,171.234.9.2,100,23,1,2026-09-15 04:00:29,R_4SkOwowOHscqtzC,,,,,12.6675,108.0378,anonymous,VI,true,FL_32,,1,1,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,1
2026-09-15 04:00:37,2026-09-15 04:01:04,0,171.234.9.2,100,26,1,2026-09-15 04:01:04,R_9Us7URJOcaQUroB,,,,,12.6675,108.0378,anonymous,VI,true,FL_34,,1,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,1
2026-09-15 04:01:55,2026-09-15 04:08:46,0,171.234.9.2,100,411,1,2026-09-15 04:08:47,R_9lXopqJbZ7JORTf,,,,,12.6675,108.0378,anonymous,VI,true,FL_56,,1,1,1,1,2,2,4,6,2,2,6,6,6,6,6,6,4,6,4,7,4,4,4,4,4,4,4,4,5,5,4,6,7,4,6,6,4,7,7,7,7,6,6,1,2,5,Đắk Lắk,1,1,3,1,,4,"1,3,5",4,1,0,0
2026-09-15 04:03:13,2026-09-15 04:09:35,0,42.117.235.24,100,382,1,2026-09-15 04:09:35,R_4B3cR5gFazAV8zL,,,,,10.822,106.6257,anonymous,VI,,FL_56,,1,1,1,1,2,5,5,6,6,5,6,6,6,6,4,5,5,4,3,5,6,5,4,6,5,5,6,5,6,5,4,4,2,6,4,6,5,7,6,7,4,6,5,1,1,1,,3,2,4,1,,4,"2,3,4",,1,0,0
2026-09-15 04:02:05,2026-09-15 04:11:51,0,113.185.74.70,100,585,1,2026-09-15 04:11:52,R_93d32BGocir57TH,,,,,10.822,106.6257,anonymous,VI,,FL_56,,1,1,1,2,1,3,2,6,3,2,5,6,6,6,2,5,2,6,2,5,5,5,2,3,5,5,3,5,5,5,3,3,2,5,5,5,5,6,2,6,6,5,5,1,2,1,,3,1,4,1,,4,1,4,4,1,1
2026-09-15 04:20:51,2026-09-15 04:22:59,0,123.21.190.83,100,127,1,2026-09-15 04:22:59,R_9nOQ3jQzFftA7uz,,,,,10.822,106.6257,anonymous,VI,,FL_34,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,0
2026-09-15 04:22:33,2026-09-15 04:23:16,0,116.97.82.233,100,43,1,2026-09-15 04:23:17,R_9oNEtSabauKkLcg,,,,,19.25,104.9167,anonymous,VI,,FL_36,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0
2026-09-15 04:24:49,2026-09-15 04:28:59,0,116.97.82.233,100,249,1,2026-09-15 04:28:59,R_9sAfHa3cGUeqlal,,,,,19.25,104.9167,anonymous,VI,true,FL_56,,1,1,1,2,1,7,7,7,7,7,7,7,7,7,1,1,1,1,1,5,7,7,7,7,7,7,7,7,7,7,7,7,2,7,7,7,7,7,7,7,7,7,7,1,1,2,,3,4,4,3,,4,5,4,4,1,1
2026-09-15 04:31:30,2026-09-15 04:32:10,0,14.191.196.57,100,39,1,2026-09-15 04:32:11,R_9Cp5sOFTu3h3AKG,,,,,10.822,106.6257,anonymous,VI,,FL_53,,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-15 04:32:18,2026-09-15 04:33:01,0,14.191.196.57,100,42,1,2026-09-15 04:33:01,R_41tpU7TVI4NRvBV,,,,,10.822,106.6257,anonymous,VI,true,FL_32,,1,1,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0
2026-09-15 04:36:35,2026-09-15 04:36:51,0,113.161.166.169,100,15,1,2026-09-15 04:36:52,R_9TYqLI16GLR39Gs,,,,,10.822,106.6257,anonymous,VI,,FL_34,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,0
2026-09-15 04:23:37,2026-09-15 04:36:57,0,123.21.190.83,100,800,1,2026-09-15 04:36:58,R_9jZfaRFcXgV1n5w,,,,,10.822,106.6257,anonymous,VI,true,FL_56,,1,1,1,2,2,6,7,7,6,7,7,7,7,6,4,4,4,3,2,5,7,6,5,6,6,6,7,6,7,6,6,7,2,7,7,7,6,7,7,7,7,7,7,1,2,1,,1,1,3,1,,4,1,4,3,1,0
2026-09-15 04:37:44,2026-09-15 04:38:14,0,14.191.196.57,100,30,1,2026-09-15 04:38:15,R_9FKlnrKv7HOnYFT,,,,,10.822,106.6257,anonymous,VI,true,FL_38,,1,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,1
2026-09-15 04:38:18,2026-09-15 04:38:41,0,14.191.196.57,100,22,1,2026-09-15 04:38:41,R_9c5UgSOncBi5DDs,,,,,10.822,106.6257,anonymous,VI,true,FL_34,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,1
2026-09-15 04:40:57,2026-09-15 04:41:55,0,113.167.247.117,100,58,1,2026-09-15 04:41:55,R_4m8HPW3c6bKv6Vk,,,,,21.2374,105.4373,anonymous,VI,,FL_36,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0
2026-09-15 04:38:46,2026-09-15 04:43:58,0,14.191.196.57,100,311,1,2026-09-15 04:43:58,R_9w85ad00N3spQFb,,,,,10.822,106.6257,anonymous,VI,true,FL_56,,1,1,1,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,2,1,,3,5,5,1,,3,"1,5",4,3,1,0
2026-09-15 04:44:13,2026-09-15 04:44:53,0,27.79.122.242,100,39,1,2026-09-15 04:44:53,R_9JbWtOth5XpVNfj,,,,,12.0073,107.6903,anonymous,VI,,FL_36,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0
2026-09-15 04:47:10,2026-09-15 04:47:16,0,27.65.107.144,100,6,1,2026-09-15 04:47:17,R_9cAv830b5Qj5RDp,,,,,10.822,106.6257,anonymous,VI,,FL_EOS_ID,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-15 04:47:22,2026-09-15 04:47:34,0,27.65.107.144,100,12,1,2026-09-15 04:47:35,R_9A2tCJmDXKWKU8x,,,,,10.822,106.6257,anonymous,VI,true,FL_55,,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-15 04:38:20,2026-09-15 04:48:56,0,27.66.59.186,100,635,1,2026-09-15 04:48:57,R_9ZULwbXoUG8x3UC,,,,,16.0685,108.2215,anonymous,VI,,FL_56,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,1,5,đắk lắk,3,3,4,1,,4,1,4,2,0,1
2026-09-15 04:46:52,2026-09-15 04:49:31,0,27.67.72.225,100,159,1,2026-09-15 04:49:32,R_9zBaUOGNyFI7DHP,,,,,21.0184,105.8461,anonymous,VI,,FL_34,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,0
2026-09-15 04:46:11,2026-09-15 04:50:14,0,14.226.226.205,100,242,1,2026-09-15 04:50:14,R_91tLNPIICjdi00d,,,,,10.822,106.6257,anonymous,VI,,FL_56,,1,1,1,1,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,5,7,7,7,7,7,7,7,7,7,7,7,7,2,7,7,7,7,7,7,7,7,7,7,1,1,1,,3,1,3,1,,4,1,1,2,0,1
2026-09-15 04:50:19,2026-09-15 04:50:40,0,171.251.232.58,100,20,1,2026-09-15 04:50:41,R_9e51UpB36nF4JHq,,,,,10.822,106.6257,anonymous,VI,true,FL_32,,1,1,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,1
2026-09-15 04:50:49,2026-09-15 04:51:02,0,171.251.232.58,100,12,1,2026-09-15 04:51:03,R_9FP2VhINMa40igN,,,,,10.822,106.6257,anonymous,VI,true,FL_34,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,1
2026-09-15 04:51:05,2026-09-15 04:52:44,0,171.251.232.58,100,99,1,2026-09-15 04:52:45,R_9PTwYWvNoB32XCb,,,,,10.822,106.6257,anonymous,VI,true,FL_56,,1,1,1,1,2,4,4,4,4,4,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,1,1,,3,1,1,1,,4,1,1,1,0,0
2026-09-15 04:44:13,2026-09-15 04:53:20,0,113.185.73.105,100,547,1,2026-09-15 04:53:21,R_98Ygqq965heXdU6,,,,,10.822,106.6257,anonymous,VI,,FL_38,,1,1,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,1
2026-09-15 04:53:45,2026-09-15 04:54:08,0,113.167.247.117,100,23,1,2026-09-15 04:54:09,R_4Qudsrj1WUK6kOM,,,,,21.2374,105.4373,anonymous,VI,true,FL_36,,1,1,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,0
2026-09-15 04:54:16,2026-09-15 04:54:41,0,113.167.247.117,100,24,1,2026-09-15 04:54:42,R_9FFXvjuQ1TmL3JH,,,,,21.2374,105.4373,anonymous,VI,true,FL_32,,1,1,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0
2026-09-15 04:54:47,2026-09-15 04:55:03,0,113.167.247.117,100,15,1,2026-09-15 04:55:03,R_4A2zu2TOPrr7bUd,,,,,21.2374,105.4373,anonymous,VI,true,FL_34,,1,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,1
2026-09-15 04:55:08,2026-09-15 04:55:18,0,113.167.247.117,100,9,1,2026-09-15 04:55:18,R_4esNfwfrCa5oy5t,,,,,21.2374,105.4373,anonymous,VI,true,FL_53,,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-15 04:55:26,2026-09-15 04:55:49,0,113.167.247.117,100,23,1,2026-09-15 04:55:49,R_4izNT7Annj3rKvL,,,,,21.2374,105.4373,anonymous,VI,true,FL_38,,1,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,1
2026-09-15 04:55:33,2026-09-15 04:56:46,0,171.250.165.178,100,72,1,2026-09-15 04:56:47,R_9e55TzXtw7EP3NL,,,,,10.822,106.6257,anonymous,VI,,FL_36,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0
2026-09-15 04:55:54,2026-09-15 04:57:02,0,113.167.247.117,100,67,1,2026-09-15 04:57:02,R_4sX3pZm4OUImxSZ,,,,,21.2374,105.4373,anonymous,VI,true,FL_38,,1,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,1
2026-09-15 04:56:57,2026-09-15 05:00:59,0,171.250.165.178,100,242,1,2026-09-15 05:01:00,R_4hrOykh2jy0Jl5T,,,,,10.822,106.6257,anonymous,VI,true,FL_56,,1,1,1,2,1,6,6,6,6,6,6,6,6,6,2,2,2,2,2,5,6,6,6,6,6,6,6,6,6,6,6,6,2,6,6,5,5,6,6,6,6,6,6,1,1,1,,3,2,4,3,,3,"1,3,5",3,4,1,1
2026-09-15 05:01:51,2026-09-15 05:02:24,0,171.250.247.45,100,33,1,2026-09-15 05:02:25,R_4RPlD350K2Hegb3,,,,,10.822,106.6257,anonymous,VI,,FL_55,,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-15 04:57:37,2026-09-15 05:03:01,0,113.167.247.117,100,323,1,2026-09-15 05:03:01,R_4JMWucMpwCOM6pr,,,,,21.2374,105.4373,anonymous,VI,true,FL_56,,1,1,1,2,2,7,3,7,7,4,7,7,7,7,4,4,4,1,4,5,7,5,7,7,7,7,7,4,4,6,4,4,2,7,7,4,4,7,7,4,6,7,7,1,2,2,,1,1,3,1,,3,1,4,3,1,0
2026-09-15 05:07:51,2026-09-15 05:08:19,0,113.161.66.180,100,28,1,2026-09-15 05:08:20,R_4zqJ2FWP99Ri8Ik,,,,,10.822,106.6257,anonymous,VI,,FL_36,,1,1,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,0
