ResponseId,CELL,AIP_COND,DISC_COND,CONSENT,SCR_AGE,SCR1,CC1,CC2,AIP1,AIP2,AIP3,AIP4,AIP5,AIP6,REL1,REL2,REL3,REL4,INT1,INT2,INT3,INT4,INT5,TRU1,TRU2,TRU3,TRU4,TRU5,ENG1,ENG2,ENG3,ENG4,ENG5,ENG6,PI1,PI2,PI3,PDPL1,PDPL2,PDPL3,PDPL4,ATT1,ATT2,MC_AIP,MC_DISC,VIG_TIME_First Click,VIG_TIME_Last Click,VIG_TIME_Page Submit,VIG_TIME_Click Count,Duration (in seconds),AGE_BAND,GEN,EDU,INC,FREQ,PLAT,PRIOR,CHAN,CHAN_APP,CHAN_WEB,CHAN_LIVE,CHAN_STORE,CHAN_SOC,flag_cell_mismatch,flag_straightliner,flag_cc1_wrong,flag_cc2_wrong
R_2_0105,4,1,1,"Tôi đồng ý tham gia
I agree to participate","Có, tôi đã từ 18 tuổi trở lên
Yes, I am 18 or older","Có
Yes",2,1,6,5,3,6,5,4.0,6,5,5,5,4,4,2.0,3,3,4,5,5,5,5,4,4.0,4,3,3,3,4,4,4,6,6,4,5,5,2,5,5,7.2,8.6,9.2,7,509,25 - 34,Nu,Dai hoc,5 - 10 trieu,Khoang moi tuan,Shopee,Tu 1 den 3 nam,"CHAN_WEB,CHAN_STORE",False,True,False,True,False,False,False,False,False
R_2_0106,1,0,0,"Tôi đồng ý tham gia
I agree to participate","Có, tôi đã từ 18 tuổi trở lên
Yes, I am 18 or older","Có
Yes",1,2,3,4,5,4,4,4.0,4,4,3,4,4,4,5.0,4,6,4,3,2,4,2,7,5.0,7,6,5,5,5,4,3,3,4,3,4,5,2,3,5,3.3,4.1,4.9,6,525,25 - 34,Nu,Dai hoc,5 - 10 trieu,Nhieu lan moi tuan,Shopee,Tu 1 den 3 nam,CHAN_APP,True,False,False,False,False,False,False,False,False
R_2_0107,1,0,0,"Tôi đồng ý tham gia
I agree to participate","Có, tôi đã từ 18 tuổi trở lên
Yes, I am 18 or older","Có
Yes",1,2,3,2,3,2,3,,1,1,1,1,2,3,2.0,2,3,3,3,3,4,3,2,5.0,2,3,2,4,2,5,5,3,3,4,4,5,2,3,5,1.2,5.6000000000000005,6.800000000000001,1,684,18 - 24,Nam,Dai hoc,Duoi 5 trieu,Khoang moi thang,TikTok Shop,Duoi 6 thang,CHAN_APP,True,False,False,False,False,False,False,False,False
R_2_0108,3,1,0,"Tôi đồng ý tham gia
I agree to participate","Có, tôi đã từ 18 tuổi trở lên
Yes, I am 18 or older","Có
Yes",2,2,5,4,6,6,5,5.0,5,5,4,5,1,3,2.0,2,2,7,7,7,7,6,3,5.0,4,3,4,4,3,4,3,2,4,4,4,5,2,3,4,0.5,1.5,1.9,2,470,35 - 44,Khac,Sau dai hoc,Tren 40 trieu,Khoang moi tuan,Shopee,Tu 1 den 3 nam,"CHAN_APP,CHAN_LIVE",True,False,True,False,False,False,False,False,False
R_2_0109,4,1,1,"Tôi đồng ý tham gia
I agree to participate","Có, tôi đã từ 18 tuổi trở lên
Yes, I am 18 or older","Có
Yes",2,1,3,2,3,3,3,4.0,6,4,5,6,2,1,4.0,2,2,6,5,6,7,7,6,7.0,6,6,6,5,5,5,6,1,2,1,2,5,2,3,6,10.2,13.3,13.7,7,518,35 - 44,Nu,Trung cap - Cao dang,5 - 10 trieu,Khoang moi thang,Shopee,Duoi 6 thang,"CHAN_WEB,CHAN_STORE",False,True,False,True,False,False,False,False,False
R_2_0110,1,0,0,"Tôi đồng ý tham gia
I agree to participate","Có, tôi đã từ 18 tuổi trở lên
Yes, I am 18 or older","Có
Yes",1,2,5,3,7,7,5,4.0,5,5,4,5,3,2,3.0,2,4,5,6,5,6,4,4,5.0,4,6,4,5,6,7,4,5,6,5,4,5,2,6,4,0.8,3.8,6.9,6,368,35 - 44,Nu,THPT tro xuong,Duoi 5 trieu,Khoang moi thang,TikTok Shop,Tren 3 nam,"CHAN_WEB,CHAN_STORE",False,True,False,True,False,False,False,False,False
R_2_0111,1,0,0,"Tôi đồng ý tham gia
I agree to participate","Có, tôi đã từ 18 tuổi trở lên
Yes, I am 18 or older","Có
Yes",1,2,4,3,4,3,5,3.0,4,4,4,5,5,5,6.0,6,6,1,4,4,3,3,4,4.0,6,5,3,4,4,4,3,5,5,5,5,5,2,5,5,1.5,5.9,6.6000000000000005,2,558,18 - 24,Nu,Dai hoc,Tren 20 - 40 trieu,Khoang moi tuan,TikTok Shop,Tu 6 den 12 thang,"CHAN_WEB,CHAN_STORE",False,True,False,True,False,False,False,False,False
R_2_0112,2,0,1,"Tôi đồng ý tham gia
I agree to participate","Có, tôi đã từ 18 tuổi trở lên
Yes, I am 18 or older","Có
Yes",1,1,4,2,3,4,3,3.0,4,4,5,5,2,3,,4,2,5,5,3,3,4,3,2.0,4,5,4,5,2,1,4,4,4,5,6,5,2,3,6,0.2,0.6000000000000001,1.8,2,505,45 - 54,Nu,Dai hoc,Duoi 5 trieu,Khoang moi tuan,Lazada,Tu 6 den 12 thang,"CHAN_APP,CHAN_WEB,CHAN_LIVE,CHAN_SOC",True,True,True,False,True,False,False,False,False
R_2_0113,3,1,0,"Tôi đồng ý tham gia
I agree to participate","Có, tôi đã từ 18 tuổi trở lên
Yes, I am 18 or older","Có
Yes",2,2,6,7,7,7,7,7.0,4,4,4,5,6,6,7.0,6,6,5,3,3,3,5,4,4.0,4,4,3,3,3,5,3,3,4,4,2,5,2,6,5,1.7,2.5,4.4,1,481,25 - 34,Nam,Dai hoc,Tren 10 - 20 trieu,Nhieu lan moi tuan,Lazada,Tu 1 den 3 nam,"CHAN_APP,CHAN_WEB,CHAN_LIVE,CHAN_SOC",True,True,True,False,True,False,False,False,False
R_2_0114,4,1,1,"Tôi đồng ý tham gia
I agree to participate","Có, tôi đã từ 18 tuổi trở lên
Yes, I am 18 or older","Có
Yes",2,1,3,3,4,5,5,5.0,4,1,3,3,2,4,3.0,3,2,2,3,3,2,3,3,3.0,3,2,3,4,4,2,3,2,5,3,5,5,2,5,6,0.0,9.2,9.8,3,422,18 - 24,Nu,Sau dai hoc,5 - 10 trieu,Khoang moi tuan,Shopee,Tu 1 den 3 nam,"CHAN_APP,CHAN_LIVE",True,False,True,False,False,False,False,False,False
R_2_0115,4,1,1,"Tôi đồng ý tham gia
I agree to participate","Có, tôi đã từ 18 tuổi trở lên
Yes, I am 18 or older","Có
Yes",2,1,5,5,6,5,6,4.0,4,5,5,4,2,3,4.0,3,3,6,6,5,5,6,4,5.0,3,5,4,4,2,2,2,5,3,3,5,5,2,5,4,3.7,7.0,7.5,1,383,35 - 44,Nam,Sau dai hoc,Tren 40 trieu,Khoang moi tuan,Shopee,Tren 3 nam,CHAN_APP,True,False,False,False,False,False,False,False,False
R_2_0116,4,1,1,"Tôi đồng ý tham gia
I agree to participate","Có, tôi đã từ 18 tuổi trở lên
Yes, I am 18 or older","Có
Yes",2,1,4,5,6,4,4,4.0,3,5,4,3,1,2,3.0,3,2,3,6,3,4,4,2,2.0,3,2,2,2,2,5,4,5,5,4,6,5,2,5,3,3.8,4.9,4.9,2,564,55 tro len,Nam,Dai hoc,Tren 10 - 20 trieu,Khoang moi thang,Shopee,Duoi 6 thang,"CHAN_APP,CHAN_WEB",True,True,False,False,False,False,False,False,False
R_2_0118,4,1,1,"Tôi đồng ý tham gia
I agree to participate","Có, tôi đã từ 18 tuổi trở lên
Yes, I am 18 or older","Có
Yes",2,1,4,4,5,4,5,4.0,2,2,3,3,3,4,4.0,4,3,3,2,2,2,2,2,3.0,1,2,1,2,5,5,3,4,6,4,4,5,2,2,6,4.1,5.0,5.4,2,382,18 - 24,Nam,Dai hoc,Tren 20 - 40 trieu,Khoang moi tuan,Shopee,Duoi 6 thang,CHAN_APP,True,False,False,False,False,False,False,False,False
R_2_0119,3,1,0,"Tôi đồng ý tham gia
I agree to participate","Có, tôi đã từ 18 tuổi trở lên
Yes, I am 18 or older","Có
Yes",2,2,4,5,5,4,5,7.0,5,4,6,4,5,4,3.0,4,3,5,6,5,6,7,6,5.0,6,5,5,6,5,4,3,2,3,3,3,5,2,4,4,0.3,4.9,5.1,1,558,35 - 44,Nam,Dai hoc,Tren 40 trieu,Khoang moi tuan,TikTok Shop,Tu 6 den 12 thang,CHAN_APP,True,False,False,False,False,False,False,False,False
R_2_0120,1,0,0,"Tôi đồng ý tham gia
I agree to participate","Có, tôi đã từ 18 tuổi trở lên
Yes, I am 18 or older","Có
Yes",1,2,6,6,4,5,5,5.0,5,5,4,5,4,3,3.0,5,4,4,4,4,5,4,4,3.0,5,4,6,5,6,3,4,7,7,5,7,5,2,5,3,2.4,19.2,19.6,5,471,25 - 34,Khac,Dai hoc,Tren 20 - 40 trieu,Khoang moi thang,Shopee,Tu 1 den 3 nam,"CHAN_WEB,CHAN_STORE",False,True,False,True,False,False,False,False,False
R_2_0121,2,0,1,"Tôi đồng ý tham gia
I agree to participate","Có, tôi đã từ 18 tuổi trở lên
Yes, I am 18 or older","Có
Yes",1,1,3,4,4,2,3,3.0,2,2,1,2,3,2,4.0,3,3,4,2,2,3,5,4,3.0,3,1,3,4,5,3,4,6,5,5,3,5,2,1,5,0.0,6.4,7.1000000000000005,3,312,35 - 44,Nu,Dai hoc,5 - 10 trieu,Khoang moi thang,Shopee,Duoi 6 thang,"CHAN_APP,CHAN_WEB,CHAN_LIVE,CHAN_SOC",True,True,True,False,True,False,False,False,False
R_2_0122,3,1,0,"Tôi đồng ý tham gia
I agree to participate","Có, tôi đã từ 18 tuổi trở lên
Yes, I am 18 or older","Có
Yes",2,2,3,3,2,2,2,1.0,2,1,2,2,4,3,3.0,3,5,3,3,3,3,4,3,1.0,3,3,1,2,3,2,3,4,2,3,4,5,2,1,4,5.5,8.5,9.4,4,445,25 - 34,Nam,Sau dai hoc,Duoi 5 trieu,Khoang moi tuan,Shopee,Duoi 6 thang,"CHAN_APP,CHAN_WEB",True,True,False,False,False,False,False,False,False
R_2_0123,2,0,1,"Tôi đồng ý tham gia
I agree to participate","Có, tôi đã từ 18 tuổi trở lên
Yes, I am 18 or older","Có
Yes",1,1,5,6,6,5,5,5.0,5,5,5,5,4,4,5.0,4,5,2,3,1,2,2,1,2.0,1,2,2,2,5,3,3,5,5,6,5,5,2,7,6,0.5,1.6,3.2,2,496,45 - 54,Khac,Sau dai hoc,Tren 10 - 20 trieu,Nhieu lan moi tuan,Shopee,Tu 6 den 12 thang,"CHAN_APP,CHAN_LIVE",True,False,True,False,False,False,False,False,False
R_2_0124,2,0,1,"Tôi đồng ý tham gia
I agree to participate","Có, tôi đã từ 18 tuổi trở lên
Yes, I am 18 or older","Có
Yes",1,1,4,4,4,3,3,4.0,4,4,5,5,1,2,2.0,2,1,5,4,5,5,3,5,6.0,5,5,5,5,3,4,4,3,4,3,2,5,2,4,6,5.1,9.5,9.9,5,524,55 tro len,Nam,Dai hoc,5 - 10 trieu,Khoang moi thang,Shopee,Tren 3 nam,"CHAN_APP,CHAN_WEB,CHAN_LIVE,CHAN_SOC",True,True,True,False,True,False,False,False,False
R_2_0125,4,1,1,"Tôi đồng ý tham gia
I agree to participate","Có, tôi đã từ 18 tuổi trở lên
Yes, I am 18 or older","Có
Yes",2,1,6,5,6,6,7,6.0,5,5,6,6,3,2,2.0,3,4,4,5,6,5,5,4,4.0,5,6,5,6,6,5,6,2,3,3,4,5,2,7,3,0.2,20.2,21.2,5,255,45 - 54,Nu,THPT tro xuong,Tren 40 trieu,Khoang moi thang,TikTok Shop,Tu 1 den 3 nam,CHAN_APP,True,False,False,False,False,False,False,False,False
R_2_0126,4,1,1,"Tôi đồng ý tham gia
I agree to participate","Có, tôi đã từ 18 tuổi trở lên
Yes, I am 18 or older","Có
Yes",2,1,5,3,4,5,4,4.0,7,7,6,5,4,3,5.0,3,4,5,6,6,4,7,4,6.0,5,5,5,5,3,5,4,4,3,2,4,5,2,4,5,0.4,4.800000000000001,4.9,4,285,35 - 44,Nam,Trung cap - Cao dang,Tren 20 - 40 trieu,Nhieu lan moi tuan,Shopee,Tu 6 den 12 thang,CHAN_APP,True,False,False,False,False,False,False,False,False
R_2_0127,3,1,0,"Tôi đồng ý tham gia
I agree to participate","Có, tôi đã từ 18 tuổi trở lên
Yes, I am 18 or older","Có
Yes",2,2,7,6,7,5,5,6.0,6,5,3,6,6,7,7.0,5,7,1,2,3,3,3,2,2.0,2,1,4,3,2,3,3,2,1,3,3,5,2,6,4,3.1,8.2,8.7,7,531,18 - 24,Nam,THPT tro xuong,Tren 40 trieu,Khoang moi tuan,Shopee,Tren 3 nam,CHAN_APP,True,False,False,False,False,False,False,False,False
R_2_0128,4,1,1,"Tôi đồng ý tham gia
I agree to participate","Có, tôi đã từ 18 tuổi trở lên
Yes, I am 18 or older","Có
Yes",2,1,7,6,6,6,7,5.0,5,4,3,3,3,3,5.0,3,5,3,3,2,4,4,1,3.0,1,2,2,3,3,3,3,3,2,3,3,5,2,5,5,1.1,8.9,8.9,5,607,35 - 44,Nu,Trung cap - Cao dang,Tren 40 trieu,Nhieu lan moi tuan,Shopee,Tu 1 den 3 nam,CHAN_APP,True,False,False,False,False,False,False,False,False
R_2_0129,2,0,1,"Tôi đồng ý tham gia
I agree to participate","Có, tôi đã từ 18 tuổi trở lên
Yes, I am 18 or older","Có
Yes",1,1,3,3,3,3,3,2.0,3,3,4,4,2,2,1.0,2,1,5,3,5,6,4,4,5.0,6,7,5,5,3,3,2,4,4,4,5,5,2,2,6,6.3,8.7,9.3,3,387,18 - 24,Nu,Trung cap - Cao dang,Tren 20 - 40 trieu,Khoang moi thang,Shopee,Tu 1 den 3 nam,"CHAN_APP,CHAN_WEB",True,True,False,False,False,False,False,False,False
R_2_0130,4,1,1,"Tôi đồng ý tham gia
I agree to participate","Có, tôi đã từ 18 tuổi trở lên
Yes, I am 18 or older","Có
Yes",2,3,7,7,5,5,5,7.0,3,5,4,3,4,5,4.0,4,3,6,4,3,4,3,3,4.0,4,2,3,3,6,5,5,5,4,2,5,5,2,4,5,1.6,3.5,4.9,4,842,25 - 34,Khac,Dai hoc,Tren 10 - 20 trieu,Khoang moi thang,TikTok Shop,Tren 3 nam,"CHAN_APP,CHAN_LIVE",True,False,True,False,False,False,False,False,True
R_2_0131,3,1,0,"Tôi đồng ý tham gia
I agree to participate","Có, tôi đã từ 18 tuổi trở lên
Yes, I am 18 or older","Có
Yes",2,2,4,4,5,5,3,3.0,1,1,1,1,2,1,1.0,1,1,6,6,5,6,7,5,6.0,5,5,6,5,7,6,6,1,3,3,2,5,2,4,5,0.7,8.799999999999999,8.999999999999998,2,538,18 - 24,Nu,Dai hoc,Tren 10 - 20 trieu,Khoang moi tuan,Shopee,Tren 3 nam,"CHAN_APP,CHAN_WEB,CHAN_LIVE,CHAN_SOC",True,True,True,False,True,False,False,False,False
R_2_0132,4,1,1,"Tôi đồng ý tham gia
I agree to participate","Có, tôi đã từ 18 tuổi trở lên
Yes, I am 18 or older","Có
Yes",3,1,2,3,3,1,4,2.0,3,2,5,5,3,3,2.0,2,3,2,4,3,2,5,3,4.0,4,5,5,4,4,4,3,3,3,3,3,5,2,2,5,4.4,6.4,7.9,1,523,18 - 24,Nam,THPT tro xuong,5 - 10 trieu,Nhieu lan moi tuan,Shopee,Duoi 6 thang,"CHAN_APP,CHAN_LIVE",True,False,True,False,False,False,False,True,False
R_2_0133,1,0,0,"Tôi đồng ý tham gia
I agree to participate","Có, tôi đã từ 18 tuổi trở lên
Yes, I am 18 or older","Có
Yes",1,3,3,3,4,4,4,4.0,4,3,3,2,5,4,3.0,4,3,3,3,4,3,3,2,3.0,3,4,4,2,3,4,3,5,5,5,4,5,2,4,2,1.3,3.6,4.199999999999999,7,451,18 - 24,Nu,Dai hoc,Duoi 5 trieu,Nhieu lan moi tuan,Lazada,Tren 3 nam,CHAN_APP,True,False,False,False,False,False,False,False,True
R_2_0134,4,1,1,"Tôi đồng ý tham gia
I agree to participate","Có, tôi đã từ 18 tuổi trở lên
Yes, I am 18 or older","Có
Yes",2,1,4,6,5,7,4,4.0,5,2,5,3,6,6,6.0,6,6,3,3,4,3,4,4,6.0,5,4,3,5,4,4,3,6,6,6,4,5,2,4,6,1.4,2.3,3.0,6,385,35 - 44,Nu,Dai hoc,Tren 20 - 40 trieu,Khoang moi thang,Shopee,Tren 3 nam,"CHAN_APP,CHAN_WEB",True,True,False,False,False,False,False,False,False
R_2_0135,3,1,0,"Tôi đồng ý tham gia
I agree to participate","Có, tôi đã từ 18 tuổi trở lên
Yes, I am 18 or older","Có
Yes",2,2,2,3,4,3,4,4.0,4,5,3,4,3,2,4.0,4,3,6,5,5,4,5,3,5.0,4,3,4,5,5,5,6,2,4,4,3,5,2,2,3,0.1,3.0,3.2,6,655,25 - 34,Nu,Sau dai hoc,5 - 10 trieu,Nhieu lan moi tuan,Shopee,Tren 3 nam,"CHAN_APP,CHAN_WEB",True,True,False,False,False,False,False,False,False
R_2_0136,3,1,0,"Tôi đồng ý tham gia
I agree to participate","Có, tôi đã từ 18 tuổi trở lên
Yes, I am 18 or older","Có
Yes",2,2,5,5,3,5,2,2.0,3,3,3,3,3,2,5.0,3,2,6,6,7,6,5,5,3.0,4,4,6,7,5,5,4,5,7,6,7,5,2,2,4,2.5,13.2,14.9,2,384,18 - 24,Nu,Dai hoc,Tren 10 - 20 trieu,Vai lan moi nam,TikTok Shop,Duoi 6 thang,"CHAN_WEB,CHAN_STORE",False,True,False,True,False,False,False,False,False
R_2_0137,1,0,0,"Tôi đồng ý tham gia
I agree to participate","Có, tôi đã từ 18 tuổi trở lên
Yes, I am 18 or older","Có
Yes",3,2,5,5,6,7,6,7.0,3,5,4,3,7,7,7.0,7,7,3,3,3,4,2,5,4.0,3,3,3,2,2,2,3,4,5,4,2,5,2,5,4,0.8,1.3,2.1,4,356,18 - 24,Nam,Dai hoc,Tren 40 trieu,Khoang moi thang,Shopee,Duoi 6 thang,"CHAN_WEB,CHAN_STORE",False,True,False,True,False,False,False,True,False
R_2_0139,2,0,1,"Tôi đồng ý tham gia
I agree to participate","Có, tôi đã từ 18 tuổi trở lên
Yes, I am 18 or older","Có
Yes",1,1,4,5,3,6,4,3.0,7,6,5,7,5,5,3.0,3,5,6,6,6,7,7,4,4.0,6,4,5,5,1,2,3,2,2,1,3,5,2,4,5,0.4,1.0,1.5,5,482,35 - 44,Nu,Dai hoc,Tren 20 - 40 trieu,Khoang moi thang,TikTok Shop,Tu 1 den 3 nam,CHAN_APP,True,False,False,False,False,False,False,False,False
R_2_0140,1,0,0,"Tôi đồng ý tham gia
I agree to participate","Có, tôi đã từ 18 tuổi trở lên
Yes, I am 18 or older","Có
Yes",1,2,3,3,3,3,3,1.0,1,2,1,3,3,2,4.0,1,4,4,5,3,3,3,5,5.0,4,4,5,4,4,5,5,2,3,4,2,5,2,2,4,2.7,8.100000000000001,9.8,3,727,45 - 54,Nu,Dai hoc,Tren 20 - 40 trieu,Vai lan moi nam,Shopee,Duoi 6 thang,"CHAN_APP,CHAN_LIVE",True,False,True,False,False,False,False,False,False
R_2_0141,1,0,0,"Tôi đồng ý tham gia
I agree to participate","Có, tôi đã từ 18 tuổi trở lên
Yes, I am 18 or older","Có
Yes",1,2,2,4,3,3,5,2.0,4,3,2,4,4,3,2.0,4,3,4,4,5,5,3,3,3.0,4,5,5,4,4,4,3,3,5,5,4,5,2,4,3,1.4,4.4,5.7,3,584,18 - 24,Nam,Dai hoc,Tren 20 - 40 trieu,Khoang moi tuan,Shopee,Duoi 6 thang,"CHAN_WEB,CHAN_STORE",False,True,False,True,False,False,False,False,False
R_2_0142,4,1,1,"Tôi đồng ý tham gia
I agree to participate","Có, tôi đã từ 18 tuổi trở lên
Yes, I am 18 or older","Có
Yes",2,1,6,5,5,5,7,4.0,3,3,2,3,3,3,2.0,2,3,5,6,3,5,5,4,,4,3,4,2,6,6,5,2,4,5,3,5,2,3,5,2.8,4.9,5.0,4,544,25 - 34,Nu,THPT tro xuong,5 - 10 trieu,Nhieu lan moi tuan,TikTok Shop,Duoi 6 thang,CHAN_APP,True,False,False,False,False,False,False,False,False
R_2_0143,3,1,0,"Tôi đồng ý tham gia
I agree to participate","Có, tôi đã từ 18 tuổi trở lên
Yes, I am 18 or older","Có
Yes",2,3,5,4,3,5,6,5.0,5,4,3,5,5,5,4.0,4,5,2,2,4,2,3,5,4.0,5,5,5,4,5,5,2,2,3,4,4,5,2,4,4,2.0,6.2,6.3,3,343,25 - 34,Nu,Dai hoc,Tren 20 - 40 trieu,Khoang moi tuan,Tiki,Tren 3 nam,CHAN_APP,True,False,False,False,False,False,False,False,True
R_2_0144,1,0,0,"Tôi đồng ý tham gia
I agree to participate","Có, tôi đã từ 18 tuổi trở lên
Yes, I am 18 or older","Có
Yes",1,3,4,3,4,3,5,3.0,6,5,5,4,3,2,5.0,4,4,7,6,7,5,6,5,5.0,4,4,4,4,5,5,5,4,6,4,4,5,2,6,4,0.6,3.4,7.199999999999999,5,714,25 - 34,Nam,THPT tro xuong,Tren 10 - 20 trieu,Khoang moi thang,Shopee,Tu 1 den 3 nam,"CHAN_APP,CHAN_LIVE",True,False,True,False,False,False,False,False,True
R_2_0145,2,0,1,"Tôi đồng ý tham gia
I agree to participate","Có, tôi đã từ 18 tuổi trở lên
Yes, I am 18 or older","Có
Yes",3,1,5,6,6,5,4,7.0,5,5,5,6,4,4,6.0,6,5,3,5,4,4,4,4,5.0,7,6,5,6,2,3,4,4,4,3,4,5,2,5,5,0.2,2.2,2.6,5,433,25 - 34,Nu,Trung cap - Cao dang,Tren 10 - 20 trieu,Khoang moi thang,Lazada,Tu 6 den 12 thang,"CHAN_APP,CHAN_LIVE",True,False,True,False,False,False,False,True,False
R_2_0146,2,0,1,"Tôi đồng ý tham gia
I agree to participate","Có, tôi đã từ 18 tuổi trở lên
Yes, I am 18 or older","Có
Yes",1,3,6,6,3,5,4,5.0,3,3,2,2,3,3,4.0,4,5,2,2,2,3,2,3,3.0,2,1,2,2,3,3,3,3,3,4,3,5,2,5,6,3.3,4.5,5.4,1,541,18 - 24,Nam,Dai hoc,Tren 20 - 40 trieu,Vai lan moi nam,Lazada,Duoi 6 thang,CHAN_APP,True,False,False,False,False,False,False,False,True
R_2_0147,4,1,1,"Tôi đồng ý tham gia
I agree to participate","Có, tôi đã từ 18 tuổi trở lên
Yes, I am 18 or older","Có
Yes",2,1,4,3,4,4,3,3.0,3,5,4,1,3,3,3.0,3,3,6,4,3,4,4,4,6.0,4,3,5,3,4,4,5,4,5,4,4,5,2,2,3,1.1,9.2,9.7,6,557,18 - 24,Nu,Trung cap - Cao dang,Tren 10 - 20 trieu,Nhieu lan moi tuan,Shopee,Tu 6 den 12 thang,"CHAN_APP,CHAN_LIVE",True,False,True,False,False,False,False,False,False
R_2_0148,1,0,0,"Tôi đồng ý tham gia
I agree to participate","Có, tôi đã từ 18 tuổi trở lên
Yes, I am 18 or older","Có
Yes",1,2,4,4,3,3,3,3.0,6,4,5,4,4,2,4.0,5,2,6,6,5,4,5,6,5.0,5,6,5,6,3,2,3,5,4,6,3,5,2,4,5,1.8,3.2,4.300000000000001,6,416,25 - 34,Nu,Dai hoc,Duoi 5 trieu,Khoang moi thang,Shopee,Duoi 6 thang,CHAN_APP,True,False,False,False,False,False,False,False,False
R_2_0149,4,1,1,"Tôi đồng ý tham gia
I agree to participate","Có, tôi đã từ 18 tuổi trở lên
Yes, I am 18 or older","Có
Yes",2,1,4,4,6,5,5,7.0,2,4,2,3,4,4,3.0,3,6,4,4,5,5,5,4,4.0,5,6,5,5,5,5,4,3,1,2,3,5,2,5,6,4.9,7.9,8.0,2,558,35 - 44,Nam,Dai hoc,Tren 10 - 20 trieu,Khoang moi thang,Shopee,Tu 1 den 3 nam,CHAN_APP,True,False,False,False,False,False,False,False,False
R_2_0150,4,1,1,"Tôi đồng ý tham gia
I agree to participate","Có, tôi đã từ 18 tuổi trở lên
Yes, I am 18 or older","Có
Yes",2,1,5,6,6,6,6,5.0,6,4,6,5,4,4,5.0,3,3,4,4,4,4,4,6,4.0,5,6,5,5,4,4,4,5,5,4,6,5,2,5,5,3.6,3.8,5.1000000000000005,7,427,18 - 24,Nam,Trung cap - Cao dang,Tren 20 - 40 trieu,Vai lan moi nam,Shopee,Tu 6 den 12 thang,CHAN_APP,True,False,False,False,False,False,False,False,False
R_2_0151,1,0,0,"Tôi đồng ý tham gia
I agree to participate","Có, tôi đã từ 18 tuổi trở lên
Yes, I am 18 or older","Có
Yes",3,2,3,2,2,1,5,4.0,3,2,3,5,3,3,4.0,3,3,4,4,5,3,5,3,2.0,3,2,3,4,4,3,3,6,6,6,3,5,2,2,3,1.2,2.2,2.3000000000000003,7,447,18 - 24,Nu,Trung cap - Cao dang,Tren 20 - 40 trieu,Khoang moi tuan,TikTok Shop,Tu 6 den 12 thang,CHAN_APP,True,False,False,False,False,False,False,True,False
R_2_0152,3,1,0,"Tôi đồng ý tham gia
I agree to participate","Có, tôi đã từ 18 tuổi trở lên
Yes, I am 18 or older","Có
Yes",2,2,3,4,4,5,4,6.0,6,5,4,1,2,1,4.0,3,3,4,4,4,6,5,3,4.0,3,3,2,3,3,2,3,3,3,3,4,5,2,4,6,1.4,2.4,2.6,3,481,18 - 24,Nu,Dai hoc,Tren 10 - 20 trieu,Nhieu lan moi tuan,Shopee,Tu 6 den 12 thang,"CHAN_APP,CHAN_LIVE",True,False,True,False,False,False,False,False,False
R_2_0153,2,0,1,"Tôi đồng ý tham gia
I agree to participate","Có, tôi đã từ 18 tuổi trở lên
Yes, I am 18 or older","Có
Yes",1,1,5,4,2,3,3,3.0,3,4,2,2,1,2,1.0,1,1,3,4,5,4,4,3,3.0,4,4,4,2,4,6,4,4,3,4,3,5,2,4,5,3.8,6.699999999999999,13.0,7,412,18 - 24,Nu,Dai hoc,Tren 10 - 20 trieu,Khoang moi tuan,Lazada,Tu 1 den 3 nam,"CHAN_WEB,CHAN_STORE",False,True,False,True,False,False,False,False,False
R_2_0154,3,1,0,"Tôi đồng ý tham gia
I agree to participate","Có, tôi đã từ 18 tuổi trở lên
Yes, I am 18 or older","Có
Yes",2,2,4,3,4,3,4,5.0,4,4,5,3,4,2,5.0,3,4,3,3,3,3,4,4,3.0,5,2,4,5,5,4,5,5,4,4,3,5,2,4,3,1.5,8.5,8.5,3,510,18 - 24,Nam,Trung cap - Cao dang,Duoi 5 trieu,Vai lan moi nam,Shopee,Duoi 6 thang,"CHAN_WEB,CHAN_STORE",False,True,False,True,False,False,False,False,False
R_2_0155,1,0,0,"Tôi đồng ý tham gia
I agree to participate","Có, tôi đã từ 18 tuổi trở lên
Yes, I am 18 or older","Có
Yes",1,2,3,3,4,4,2,3.0,4,4,4,5,3,3,3.0,3,2,7,6,7,6,6,7,,7,7,7,7,4,5,6,6,5,6,5,5,2,4,5,1.3,1.8,1.9,5,431,25 - 34,Nam,Dai hoc,Tren 20 - 40 trieu,Vai lan moi nam,Shopee,Tren 3 nam,"CHAN_WEB,CHAN_STORE",False,True,False,True,False,False,False,False,False
R_2_0156,2,0,1,"Tôi đồng ý tham gia
I agree to participate","Có, tôi đã từ 18 tuổi trở lên
Yes, I am 18 or older","Có
Yes",1,1,3,5,4,5,4,5.0,5,5,5,5,7,5,7.0,7,4,1,3,2,2,2,3,2.0,1,4,2,3,4,3,4,5,5,4,6,5,2,4,6,3.0,5.0,5.2,7,478,18 - 24,Nam,Sau dai hoc,5 - 10 trieu,Nhieu lan moi tuan,Shopee,Tu 6 den 12 thang,CHAN_APP,True,False,False,False,False,False,False,False,False
